Id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1395,13.0,0.35,0.53,4.5,0.1009999999999999,8.0,17.0,1.0018,3.2,0.77,12.0,6
1396,12.8,0.41,0.66,3.6,0.106,6.0,21.0,0.9996,3.2,0.67,11.2,7
1397,7.3,0.59,0.3,2.2,0.072,31.0,68.0,0.99786,3.47,0.72,9.4,5
1398,7.9,0.76,0.24,2.2,0.226,19.0,58.0,0.99688,3.22,0.46,9.2,3
1399,7.9,0.6,0.26,1.7,0.074,32.0,141.0,0.99622,3.21,0.51,9.9,5
1400,7.7,0.635,0.1,2.0,0.08,25.0,67.0,0.99557,3.37,0.69,9.4,5
1401,15.5,0.645,0.49,3.3,0.095,11.0,35.0,1.00315,2.92,0.62,12.0,6
1402,9.4,0.78,0.26,2.2,0.0969999999999999,21.0,102.0,0.99785,3.27,0.52,9.7,5
1403,7.5,0.57,0.02,1.8,0.076,24.0,94.0,0.9961,3.38,0.52,9.5,5
1404,8.3,0.35,0.49,6.2,0.084,7.0,47.0,1.0004,3.26,0.63,11.5,5
1405,8.3,0.38,0.38,2.0,0.07,34.0,53.0,0.99581,3.27,0.77,10.4,7
1406,9.9,0.36,0.53,2.1,0.071,25.0,64.0,0.99492,3.27,0.81,12.8,6
1407,10.7,0.38,0.32,2.1,0.081,12.0,70.0,0.99408,3.28,0.72,12.4,7
1408,6.5,0.69,0.0,2.3,0.076,19.0,46.0,0.9956,3.54,0.86,12.0,7
1409,6.8,0.84,0.03,1.6,0.054,18.0,49.0,0.9958,3.36,0.56,10.7,8
1410,10.0,0.55,0.17,3.4,0.073,10.0,24.0,0.9982,3.17,0.53,9.5,5
1411,7.6,0.46,0.24,2.1,0.077,25.0,99.0,0.9964,3.39,0.59,10.9,5
1412,7.8,0.69,0.06,1.8,0.078,31.0,38.0,0.99504,3.39,0.93,11.9,6
1413,8.9,0.31,0.37,2.5,0.079,8.0,19.0,0.99538,3.26,0.85,12.5,7
1414,8.0,0.22,0.35,1.7,0.067,4.0,8.0,0.99855,3.28,0.77,10.2,8
1415,8.9,0.43,0.39,2.1,0.093,16.0,42.0,0.99652,3.35,0.52,12.9,6
1416,11.5,0.6,0.53,2.6,0.085,15.0,27.0,0.9988,3.15,0.81,11.066666666666698,7
1417,7.4,0.49,0.28,2.5,0.093,20.0,49.0,0.99538,3.34,0.81,12.5,6
1418,11.4,0.39,0.53,2.2,0.107,6.0,13.0,0.9968,3.15,0.69,11.8,6
1419,8.7,0.32,0.25,1.8,0.086,12.0,18.0,0.99419,3.43,0.65,10.1,7
1420,7.8,0.6,0.32,1.9,0.089,31.0,66.0,0.99616,3.26,0.69,9.2,5
1421,8.9,0.655,0.12,2.3,0.099,5.0,33.0,0.99492,3.36,0.58,11.6,6
1422,8.5,0.4,0.17,1.8,0.063,24.0,54.0,0.99925,3.31,0.56,12.0,7
1423,6.0,0.49,0.23,2.4,0.075,13.0,49.0,0.99728,3.52,0.6,9.5,5
1424,8.3,0.48,0.32,3.2,0.0819999999999999,21.0,46.0,0.99633,3.16,0.82,11.7,7
1425,8.3,0.54,0.26,2.5,0.094,23.0,144.0,0.99786,3.26,0.55,9.6,5
1426,15.9,0.315,0.49,4.1,0.1939999999999999,8.0,46.0,1.00289,3.14,0.85,11.3,6
1427,7.1,0.64,0.17,2.8,0.083,27.0,67.0,0.99632,3.44,0.59,9.5,6
1428,7.0,0.6,0.08,2.5,0.071,31.0,67.0,0.99584,3.42,0.54,9.4,5
1429,9.1,0.34,0.45,2.0,0.0819999999999999,6.0,15.0,0.9994,2.94,0.74,9.7,6
1430,8.1,0.43,0.5,2.3,0.062,13.0,30.0,0.99572,3.27,0.69,11.3,7
1431,8.1,0.965,0.1,2.5,0.07,13.0,27.0,0.99562,3.17,0.47,10.9,6
1432,11.9,0.61,0.3,8.2,0.075,12.0,77.0,0.9994,3.19,0.68,10.2,6
1433,7.9,0.6,0.26,2.0,0.087,23.0,121.0,0.9968,3.21,0.49,9.8,5
1434,6.1,0.63,0.15,2.0,0.066,5.0,33.0,0.99182,3.59,0.53,12.2,5
1435,11.6,0.18,0.49,2.5,0.059,5.0,14.0,0.9996,3.24,0.64,10.3,6
1436,8.0,0.655,0.1,2.1,0.073,29.0,46.0,0.99706,3.27,0.55,10.6,6
1437,5.6,0.82,0.0,2.7,0.05,13.0,28.0,0.9934,3.51,0.74,12.4,7
1438,7.6,0.46,0.29,2.1,0.075,10.0,37.0,0.99294,3.31,0.63,12.1,6
1439,6.0,0.57,0.0,2.0,0.063,23.0,44.0,0.9958,3.45,0.73,10.5,6
1440,7.8,0.725,0.05,1.8,0.074,6.0,16.0,0.9962,3.41,0.39,10.5,6
1441,6.4,0.56,0.09,2.3,0.07,10.0,16.0,0.99418,3.42,0.82,12.0,7
1442,7.1,0.65,0.01,2.1,0.059,15.0,37.0,0.99566,3.47,0.58,9.4,5
1443,9.2,0.59,0.22,2.6,0.077,31.0,69.0,0.9986,3.31,0.54,9.3,6
1444,12.5,0.37,0.66,2.8,0.091,3.0,15.0,0.9994,3.2,0.93,11.5,4
1445,8.9,0.66,0.0,4.0,0.086,9.0,22.0,0.9986,3.16,0.53,9.6,5
1446,9.3,0.43,0.32,2.3,0.08,29.0,66.0,0.99716,3.27,0.71,10.5,7
1447,7.1,0.835,0.0,2.3,0.065,8.0,17.0,0.99672,3.48,0.53,11.4,6
1448,7.8,0.2,0.35,3.7,0.07,16.0,60.0,0.9982,3.43,0.58,9.4,5
1449,6.5,0.43,0.24,1.8,0.08,10.0,23.0,0.9956,3.35,0.62,10.3,6
1450,8.0,0.46,0.2,1.7,0.067,35.0,60.0,0.99683,3.2,0.6,10.1,5
1451,9.9,0.5,0.35,2.7,0.1159999999999999,17.0,53.0,0.99786,3.17,0.62,10.5,5
1452,6.2,0.52,0.15,1.8,0.078,16.0,63.0,0.9964,3.48,0.5,9.1,6
1453,7.6,0.64,0.07,1.7,0.079,40.0,64.0,0.99538,3.44,0.57,10.0,7
1454,6.3,0.69,0.08,1.9,0.084,18.0,25.0,0.99553,3.42,0.53,9.5,6
1455,8.5,0.31,0.49,1.6,0.075,36.0,121.0,0.9974,3.03,0.82,9.9,6
1456,9.3,0.18,0.4,2.0,0.091,7.0,23.0,0.9974,3.27,0.57,10.1,5
1457,10.5,0.51,0.55,2.7,0.091,20.0,48.0,0.9982,3.03,0.76,9.8,6
1458,9.2,0.57,0.25,2.7,0.0819999999999999,32.0,71.0,0.99782,3.2,0.63,9.4,5
1459,9.4,0.43,0.24,2.2,0.077,24.0,53.0,0.99914,3.2,0.57,9.8,6
1460,7.4,0.78,0.0,2.3,0.067,15.0,42.0,0.99836,3.51,0.52,9.7,5
1461,11.3,0.43,0.66,3.2,0.09,7.0,24.0,1.00242,3.16,0.62,11.2,5
1462,9.3,0.43,0.24,1.6,0.102,13.0,29.0,0.99702,3.41,0.57,10.5,5
1463,6.8,0.78,0.0,2.4,0.068,8.0,17.0,0.99344,3.45,0.54,11.8,6
1464,7.0,0.67,0.1,6.1,0.063,25.0,55.0,0.99576,3.33,0.55,9.6,5
1465,7.9,0.31,0.42,2.1,0.074,24.0,44.0,0.99534,3.3,0.85,11.4,5
1466,9.3,0.28,0.49,3.3,0.093,5.0,16.0,0.998,3.15,0.72,9.7,5
1467,12.3,0.43,0.59,2.1,0.08,6.0,14.0,0.9994,3.1,0.64,11.1,6
1468,7.1,0.78,0.08,2.3,0.0819999999999999,19.0,47.0,0.99738,3.34,0.56,9.2,5
1469,8.6,0.4,0.42,2.2,0.05,3.0,9.0,0.99702,3.2,0.6,11.3,6
1470,6.8,0.62,0.01,1.7,0.08,37.0,53.0,0.9961,3.57,0.74,11.0,5
1471,7.9,0.75,0.1,2.9,0.084,15.0,64.0,0.9964,3.16,0.54,9.6,6
1472,8.4,0.36,0.39,2.4,0.073,38.0,76.0,0.9981,3.39,0.77,10.9,5
1473,11.5,0.4,0.5,2.3,0.099,7.0,30.0,0.9994,3.03,0.78,10.5,5
1474,7.6,0.46,0.21,1.8,0.079,14.0,66.0,0.99748,3.16,0.57,9.4,5
1475,7.6,0.59,0.29,2.8,0.1939999999999999,32.0,48.0,0.99596,3.28,0.49,11.1,5
1476,7.8,0.755,0.15,2.1,0.067,32.0,54.0,0.99714,3.33,0.67,10.0,7
1477,6.2,0.605,0.08,1.8,0.091,15.0,49.0,0.9958,3.51,0.53,10.1,6
1478,11.3,0.35,0.65,2.1,0.085,9.0,30.0,1.0,2.98,0.49,9.5,6
1479,8.0,0.54,0.09,2.2,0.081,6.0,34.0,0.9976,3.44,0.43,9.6,5
1480,9.3,0.48,0.44,2.2,0.07,43.0,113.0,0.9978,3.39,0.85,11.5,7
1481,9.0,0.47,0.45,1.9,0.071,23.0,77.0,0.9981,3.35,0.77,11.9,6
1482,7.8,0.36,0.32,2.3,0.07,28.0,54.0,0.9973,3.37,0.64,10.0,6
1483,7.1,0.73,0.0,1.9,0.044,16.0,60.0,0.99494,3.6,0.54,10.0,5
1484,5.0,0.4,0.01,2.1,0.118,19.0,58.0,0.9976,3.54,0.88,12.4,6
1485,7.9,0.36,0.19,1.8,0.062,15.0,34.0,0.99458,3.39,0.64,10.1,7
1486,7.2,0.705,0.13,6.7,0.076,11.0,25.0,0.99538,3.51,0.93,11.4,7
1487,9.0,0.96,0.22,5.5,0.0819999999999999,3.0,9.0,0.9986,3.35,0.68,10.4,6
1488,7.6,0.54,0.26,5.1,0.087,23.0,144.0,0.9976,3.37,0.54,9.4,5
1489,6.8,0.64,0.0,1.9,0.0579999999999999,14.0,28.0,0.99258,3.47,0.63,10.6,6
1490,8.5,0.27,0.35,1.7,0.074,12.0,64.0,0.9978,3.41,1.06,9.2,6
1491,8.1,0.47,0.27,2.5,0.074,24.0,33.0,0.99534,3.35,0.85,11.7,7
1492,9.4,0.18,0.49,2.5,0.068,6.0,15.0,0.9976,3.25,0.57,10.8,6
1493,10.6,0.38,0.66,2.0,0.088,6.0,15.0,0.9979,3.11,0.75,11.8,6
1494,8.6,0.54,0.37,2.0,0.075,15.0,40.0,0.9978,3.14,0.59,9.9,5
1495,7.6,0.47,0.32,2.0,0.0819999999999999,32.0,69.0,0.9963,3.3,0.65,10.5,6
1496,6.0,0.46,0.24,1.9,0.086,18.0,34.0,0.9948,3.36,0.6,10.6,5
1497,9.9,0.5,0.45,3.0,0.104,8.0,19.0,0.99774,3.35,0.61,10.7,5
1498,7.2,0.48,0.28,2.1,0.064,27.0,43.0,0.9956,3.28,0.64,11.7,6
1499,8.9,0.715,0.17,3.0,0.092,17.0,61.0,0.9994,3.39,0.55,9.5,6
1500,9.8,0.67,0.28,2.6,0.08,23.0,113.0,0.9988,3.21,0.57,9.1,5
1501,7.1,0.78,0.02,2.8,0.077,18.0,38.0,0.9976,3.48,0.65,10.1,6
1502,10.6,0.42,0.24,2.8,0.077,20.0,49.0,0.9984,3.36,0.55,9.5,5
1503,7.3,0.835,0.0,1.8,0.068,20.0,47.0,0.9956,3.2,0.56,9.2,5
1504,9.4,0.43,0.41,1.8,0.08,21.0,64.0,0.99652,3.15,0.73,9.5,6
1505,9.9,0.3,0.51,2.0,0.072,9.0,22.0,0.9982,3.25,0.76,11.0,6
1506,9.4,0.5,0.39,5.0,0.0819999999999999,7.0,17.0,0.99782,3.19,0.49,10.7,6
1507,8.0,0.57,0.22,2.7,0.084,17.0,91.0,0.9984,3.28,0.57,9.9,6
1508,7.7,0.6,0.07,2.4,0.0969999999999999,5.0,62.0,0.9976,3.5,0.43,9.2,5
1509,8.4,0.42,0.57,2.2,0.084,6.0,12.0,0.99502,3.21,0.57,11.8,6
1510,8.8,0.57,0.05,1.6,0.079,25.0,49.0,0.99734,3.38,0.68,10.6,5
1511,9.4,0.64,0.22,2.6,0.077,19.0,58.0,0.9991,3.15,0.52,9.5,5
1512,7.8,0.58,0.31,2.1,0.086,26.0,67.0,0.99718,3.08,0.49,9.5,5
1513,9.0,0.52,0.25,2.0,0.077,32.0,141.0,0.9968,3.19,0.48,9.6,5
1514,9.1,0.49,0.29,2.7,0.098,29.0,67.0,0.9987,3.31,0.62,9.4,5
1515,7.8,0.66,0.23,3.0,0.084,14.0,65.0,0.9968,3.23,0.48,9.8,5
1516,7.0,0.24,0.34,1.9,0.066,12.0,19.0,0.9956,3.34,0.79,10.9,5
1517,9.1,0.36,0.34,2.0,0.073,48.0,82.0,0.99516,3.26,0.85,11.2,7
1518,8.1,0.52,0.24,2.7,0.087,16.0,110.0,0.9964,3.3,0.78,9.4,5
1519,8.3,0.27,0.41,2.1,0.067,14.0,25.0,0.99562,3.27,0.7,12.0,6
1520,7.0,0.51,0.18,3.0,0.07,12.0,49.0,0.99768,3.38,0.73,9.5,6
1521,5.2,0.38,0.27,2.4,0.0559999999999999,13.0,49.0,0.99182,3.52,0.82,12.8,7
1522,10.7,0.39,0.48,2.6,0.0819999999999999,11.0,45.0,0.9976,3.03,0.49,9.8,5
1523,6.9,0.655,0.0,2.4,0.0559999999999999,26.0,35.0,0.99518,3.33,0.73,11.7,7
1524,8.8,0.725,0.22,2.0,0.1169999999999999,22.0,84.0,0.9976,3.27,0.55,9.7,5
1525,9.7,0.4,0.6,3.0,0.094,3.0,15.0,0.9968,3.1,0.54,10.0,5
1526,9.3,0.26,0.24,1.5,0.053,15.0,21.0,0.99572,3.28,0.8,11.0,8
1527,6.9,0.49,0.45,5.8,0.05,4.0,10.0,0.9956,3.32,0.65,11.0,5
1528,8.4,0.87,0.23,2.0,0.077,14.0,65.0,0.99761,3.22,0.55,9.7,6
1529,8.6,0.34,0.37,2.9,0.0819999999999999,17.0,105.0,0.99632,3.34,0.45,9.4,5
1530,9.3,0.46,0.28,2.8,0.074,23.0,147.0,0.9982,3.18,0.49,9.8,6
1531,9.9,0.78,0.28,3.4,0.087,12.0,49.0,0.9991,3.2,0.54,9.4,5
1532,8.1,0.27,0.34,2.5,0.066,4.0,11.0,0.9952,3.24,0.66,12.4,6
1533,6.5,0.83,0.0,1.6,0.095,6.0,14.0,0.997,3.33,0.54,9.2,5
1534,7.5,0.58,0.02,2.1,0.059,17.0,88.0,0.99717,3.4,0.62,11.0,7
1535,7.1,0.78,0.05,2.8,0.074,19.0,42.0,0.9966,3.31,0.55,9.4,5
1536,7.7,0.98,0.06,1.7,0.075,9.0,23.0,0.9969,3.48,0.44,10.3,7
1537,8.3,0.53,0.15,2.9,0.095,32.0,76.0,0.9982,3.23,0.57,9.9,5
1538,9.9,0.74,0.21,3.0,0.087,21.0,67.0,1.0004,3.38,0.57,9.5,5
1539,9.0,0.35,0.33,2.8,0.079,27.0,61.0,0.9976,3.3,0.58,11.5,5
1540,9.8,0.41,0.49,2.3,0.084,35.0,152.0,0.9976,3.21,1.08,9.3,5
1541,5.4,0.32,0.31,2.95,0.093,14.0,38.0,0.9916,3.61,0.71,12.6,5
1542,8.6,0.58,0.2,2.2,0.092,21.0,119.0,0.9972,3.15,0.49,9.0,5
1543,7.1,0.59,0.3,1.8,0.073,27.0,70.0,0.99648,3.3,0.49,9.5,5
1544,7.0,0.7,0.0,1.6,0.083,23.0,54.0,0.9968,3.47,0.56,9.8,6
1545,11.3,0.41,0.66,3.4,0.075,5.0,11.0,0.99672,3.22,0.72,11.2,7
1546,8.3,0.28,0.45,1.9,0.063,13.0,49.0,0.99418,3.26,0.82,11.4,6
1547,10.4,0.43,0.43,2.2,0.074,30.0,68.0,0.9987,3.22,0.57,10.1,6
1548,7.5,0.54,0.42,2.4,0.0819999999999999,21.0,66.0,0.9964,3.55,0.47,9.7,5
1549,8.2,0.5,0.3,2.5,0.067,18.0,98.0,0.99914,3.32,0.62,9.5,5
1550,6.9,0.22,0.23,2.2,0.074,7.0,26.0,0.9971,3.53,0.87,12.8,6
1551,8.7,0.49,0.24,2.5,0.074,11.0,43.0,1.0008,3.16,0.49,9.5,6
1552,6.5,0.47,0.13,4.2,0.061,16.0,40.0,0.99587,3.36,0.65,10.1,6
1553,7.2,0.76,0.19,2.0,0.086,11.0,42.0,0.9956,3.42,0.47,10.9,5
1554,8.7,1.04,0.24,2.0,0.095,5.0,16.0,0.9964,3.04,0.48,10.0,6
1555,7.5,0.58,0.06,2.2,0.078,28.0,89.0,0.99728,3.35,0.52,9.8,5
1556,9.1,0.43,0.6,2.2,0.095,21.0,43.0,0.9982,3.3,0.57,10.2,5
1557,9.9,0.39,0.31,4.0,0.079,4.0,15.0,0.9986,3.4,0.61,10.9,6
1558,9.3,0.52,0.24,1.9,0.05,13.0,49.0,0.9976,3.26,0.54,9.8,5
1559,9.3,0.39,0.4,2.4,0.114,14.0,119.0,0.99708,3.23,0.67,9.4,6
1560,8.6,0.46,0.27,2.3,0.079,27.0,43.0,0.99516,3.17,0.85,11.7,6
1561,6.7,0.725,0.08,1.8,0.1169999999999999,14.0,23.0,0.9955,3.42,0.57,9.5,6
1562,7.2,0.48,0.4,1.8,0.114,5.0,12.0,0.9968,3.44,0.64,9.4,7
1563,7.0,0.735,0.05,2.3,0.0819999999999999,31.0,54.0,0.99395,3.36,0.44,10.4,7
1564,8.2,0.24,0.42,2.1,0.072,16.0,29.0,0.99616,3.33,0.7,11.4,6
1565,7.9,0.655,0.1,1.7,0.087,17.0,82.0,0.9962,3.31,0.45,9.5,5
1566,9.0,0.4,0.49,2.4,0.085,21.0,122.0,0.9988,3.08,0.6,9.6,5
1567,7.1,0.775,0.03,2.2,0.08,17.0,56.0,0.9963,3.42,0.55,9.2,6
1568,6.7,0.65,0.07,2.1,0.102,9.0,24.0,0.99564,3.35,0.53,10.0,7
1569,7.5,0.57,0.43,1.8,0.089,21.0,58.0,0.9942,3.08,0.82,10.3,6
1570,8.0,0.48,0.68,2.3,0.414,5.0,20.0,0.9966,3.3,1.06,9.1,5
1571,7.0,0.67,0.0,1.5,0.08,17.0,43.0,0.99478,3.31,0.52,10.0,5
1572,5.3,0.885,0.0,2.1,0.123,13.0,31.0,0.99396,3.56,0.73,11.2,6
1573,12.3,0.315,0.66,2.7,0.095,6.0,31.0,1.0004,3.05,0.72,10.9,5
1574,6.8,0.5,0.0,1.9,0.057,13.0,26.0,0.99448,3.5,0.45,10.0,6
1575,8.9,0.5,0.24,1.9,0.0559999999999999,38.0,76.0,0.99472,3.22,0.59,9.2,6
1576,7.4,0.55,0.14,2.6,0.079,29.0,66.0,0.99714,3.16,0.59,10.6,6
1577,6.8,0.69,0.07,2.1,0.067,25.0,48.0,0.9954,3.48,0.75,11.3,7
1578,7.8,0.55,0.12,1.5,0.076,5.0,28.0,0.9962,3.33,0.42,9.4,5
1579,8.3,0.43,0.3,3.0,0.095,19.0,98.0,0.99822,3.25,0.56,9.1,5
1580,6.2,0.46,0.24,2.3,0.078,6.0,20.0,0.9953,3.54,0.6,11.0,6
1581,6.0,0.615,0.08,2.1,0.093,16.0,44.0,0.99448,3.48,0.67,10.4,6
1582,10.2,0.4,0.6,2.1,0.061,12.0,25.0,0.99702,3.28,0.68,11.4,7
1583,12.5,0.615,0.66,3.0,0.083,6.0,15.0,1.0026,3.2,0.66,10.0,6
1584,7.9,0.835,0.29,1.9,0.092,16.0,62.0,0.9966,3.32,0.62,9.2,5
1585,7.1,0.62,0.12,4.65,0.072,21.0,65.0,0.99746,3.42,0.64,10.9,6
1586,7.8,0.53,0.14,1.9,0.106,13.0,54.0,0.99586,3.19,0.57,9.3,6
1587,8.3,0.84,0.17,2.1,0.095,5.0,19.0,0.99855,3.24,0.55,9.5,4
1588,11.9,0.3,0.49,2.5,0.1,16.0,25.0,0.99476,3.05,0.85,12.7,6
1589,7.5,0.43,0.3,2.3,0.062,27.0,46.0,0.9973,3.35,0.65,10.0,7
1590,7.5,0.27,0.53,2.6,0.095,8.0,23.0,0.99736,3.28,1.13,9.3,4
1591,8.4,0.31,0.36,1.7,0.079,21.0,59.0,0.99728,3.34,0.87,10.0,7
1592,8.6,0.725,0.1,4.5,0.1169999999999999,10.0,19.0,0.99586,3.1,0.49,10.5,6
1593,6.0,0.51,0.15,2.4,0.066,38.0,51.0,0.99512,3.52,0.93,10.1,5
1594,8.1,0.88,0.26,2.3,0.084,17.0,44.0,0.99746,3.3,0.55,9.6,5
1595,9.4,0.28,0.52,2.3,0.0969999999999999,5.0,14.0,0.9988,3.26,0.82,11.7,8
1596,11.9,0.38,0.6,3.3,0.093,8.0,23.0,1.0,3.16,0.69,9.5,7
1597,10.0,0.49,0.29,2.7,0.077,13.0,49.0,1.0004,3.25,0.59,9.7,6
1598,12.5,0.36,0.63,2.6,0.1009999999999999,9.0,42.0,1.0014,3.08,0.82,10.9,6
1599,7.9,0.47,0.3,1.6,0.071,16.0,86.0,0.9964,3.46,0.67,9.2,5
1600,5.6,0.74,0.0,2.2,0.048,26.0,52.0,0.99562,3.68,0.82,13.2,5
1601,8.9,0.78,0.3,2.2,0.084,16.0,63.0,0.9966,3.3,0.57,10.4,6
1602,6.8,0.66,0.0,1.5,0.065,5.0,13.0,0.99162,3.47,0.49,11.3,5
1603,8.1,0.5,0.3,2.2,0.076,30.0,98.0,0.9973,3.2,0.57,9.2,5
1604,7.5,0.36,0.32,2.2,0.08,25.0,67.0,0.99725,3.38,0.62,12.0,6
1605,12.3,0.45,0.49,2.5,0.094,5.0,31.0,0.9994,3.05,0.76,12.4,7
1606,8.0,0.24,0.34,2.1,0.068,10.0,28.0,0.9968,3.3,0.86,10.7,6
1607,7.7,0.46,0.26,2.0,0.079,27.0,61.0,0.9964,3.3,0.62,9.2,6
1608,7.7,0.48,0.21,2.1,0.074,34.0,98.0,0.9966,3.52,0.71,9.5,5
1609,12.8,0.66,0.49,2.3,0.1,5.0,19.0,0.9994,3.1,0.59,11.0,5
1610,7.4,0.53,0.14,2.7,0.077,32.0,64.0,0.9964,3.39,0.62,10.5,6
1611,7.2,0.39,0.13,1.8,0.079,19.0,48.0,0.99514,3.32,0.65,11.5,6
1612,7.8,0.935,0.25,2.7,0.074,12.0,50.0,0.99656,3.27,0.57,11.8,6
1613,11.1,0.82,0.0,2.8,0.066,15.0,34.0,0.9986,3.24,0.56,10.8,6
1614,7.6,0.5,0.05,1.8,0.1159999999999999,3.0,9.0,0.99655,3.38,0.52,9.7,5
1615,6.7,0.56,0.0,1.7,0.077,34.0,54.0,0.9948,3.6,0.63,10.9,6
1616,7.7,0.34,0.32,2.1,0.062,16.0,86.0,0.9948,3.29,0.7,11.4,6
1617,10.6,0.41,0.54,2.2,0.078,6.0,14.0,0.9987,3.27,0.77,9.3,7
1618,6.8,0.58,0.14,2.5,0.0579999999999999,9.0,22.0,0.99378,3.37,0.66,11.4,6
1619,7.2,0.715,0.21,3.3,0.08,16.0,61.0,0.9955,3.48,0.58,9.5,5
1620,8.9,0.75,0.2,2.9,0.088,4.0,9.0,0.9994,3.3,0.52,9.8,5
1621,11.9,0.545,0.66,3.3,0.081,6.0,35.0,0.9988,3.2,0.57,9.0,5
1622,13.2,0.4,0.53,2.0,0.102,22.0,49.0,0.9994,3.25,0.93,12.1,6
1623,9.0,0.37,0.45,1.8,0.241,29.0,66.0,0.99685,3.35,0.84,9.8,7
1624,12.8,0.63,0.49,3.6,0.094,6.0,15.0,0.9976,3.14,0.58,10.6,6
1625,7.8,0.36,0.32,1.8,0.066,17.0,82.0,0.99612,3.36,0.77,11.2,6
1626,9.3,0.28,0.24,2.1,0.064,6.0,22.0,0.9976,3.12,0.6,10.8,5
1627,6.9,0.64,0.06,2.4,0.078,28.0,66.0,0.99488,3.61,0.53,12.3,4
1628,6.3,0.66,0.1,1.7,0.063,14.0,28.0,0.99748,3.54,0.74,10.3,5
1629,7.3,0.65,0.02,2.0,0.077,5.0,105.0,0.99855,3.12,0.44,9.4,5
1630,8.9,1.04,0.24,1.7,0.0969999999999999,17.0,91.0,0.99842,3.21,0.49,9.4,5
1631,7.2,0.32,0.36,2.3,0.063,4.0,10.0,0.99437,3.36,0.44,11.2,5
1632,8.3,0.59,0.24,2.2,0.077,21.0,127.0,0.9976,3.12,0.51,9.6,5
1633,8.3,0.45,0.49,3.6,0.07,6.0,24.0,0.9974,3.08,0.57,9.1,5
1634,7.8,1.035,0.21,2.3,0.08,30.0,134.0,0.9964,3.23,0.58,9.9,6
1635,6.5,0.64,0.02,2.1,0.08,21.0,119.0,0.99613,3.53,0.53,9.7,5
1636,7.5,0.46,0.24,3.4,0.077,7.0,16.0,0.9976,3.37,0.52,11.1,5
1637,11.4,0.475,0.66,2.3,0.091,6.0,17.0,0.99704,3.07,0.66,10.0333333333333,7
1638,6.7,0.69,0.08,2.1,0.122,14.0,21.0,0.99552,3.41,0.72,9.5,5
1639,8.3,0.28,0.28,2.6,0.104,31.0,72.0,0.99824,3.38,0.74,10.0,6
1640,7.4,0.33,0.33,1.7,0.06,27.0,63.0,0.9958,3.43,0.75,11.0,7
1641,8.4,0.28,0.48,2.1,0.068,31.0,69.0,0.99502,3.27,0.67,11.0,6
1642,7.1,0.96,0.0,2.5,0.064,3.0,8.0,0.99554,3.48,0.6,11.4,6
1643,6.6,0.66,0.0,2.2,0.089,18.0,38.0,0.99358,3.59,0.56,12.9,7
1644,7.1,0.43,0.3,2.5,0.07,40.0,55.0,0.9972,3.42,0.85,9.6,6
1645,11.9,0.45,0.73,3.3,0.094,14.0,27.0,0.9994,3.18,0.81,10.2,7
1646,8.1,0.8,0.26,2.7,0.079,18.0,34.0,0.99616,3.3,0.6,9.5,6
1647,7.7,0.84,0.01,2.6,0.084,13.0,81.0,0.997616,3.24,0.51,11.5,6
1648,9.1,0.28,0.48,2.4,0.076,3.0,15.0,0.9976,3.31,1.03,9.3,5
1649,6.7,0.39,0.21,2.4,0.092,32.0,44.0,0.9953,3.61,0.44,9.8,7
1650,5.6,0.64,0.07,1.8,0.054,30.0,51.0,0.99479,3.71,0.71,10.5,7
1651,6.8,0.32,0.25,1.9,0.0579999999999999,21.0,77.0,0.99499,3.36,0.49,10.1,5
1652,8.4,0.66,0.24,2.4,0.084,26.0,65.0,0.9976,3.2,0.72,9.4,5
1653,8.8,0.38,0.49,2.1,0.078,22.0,49.0,0.99498,3.31,0.59,9.8,6
1654,9.1,0.56,0.3,1.6,0.08,31.0,70.0,0.99652,3.25,0.48,9.5,4
1655,10.2,0.57,0.24,2.2,0.077,19.0,58.0,0.9976,3.26,0.74,9.7,6
1656,7.3,0.34,0.33,2.4,0.071,10.0,24.0,0.9922,3.38,0.81,12.0,6
1657,11.9,0.62,0.66,2.7,0.093,6.0,15.0,0.9986,3.08,0.57,10.5,3
1658,7.1,0.68,0.0,2.2,0.085,32.0,52.0,0.9976,3.48,0.6,9.4,6
1659,10.4,0.31,0.43,2.0,0.075,6.0,17.0,0.9978,3.16,0.86,11.8,8
1660,7.4,0.57,0.23,1.5,0.1369999999999999,19.0,56.0,0.99593,3.28,0.52,9.2,5
1661,7.0,0.59,0.01,1.6,0.063,12.0,31.0,0.99538,3.36,0.44,10.0,6
1662,6.4,0.74,0.0,1.8,0.064,10.0,24.0,0.9934,3.36,0.84,11.0,6
1663,9.0,0.47,0.24,2.4,0.08,31.0,68.0,0.99652,3.47,0.73,9.7,6
1664,7.1,0.715,0.0,2.1,0.077,29.0,66.0,0.99636,3.38,0.46,9.7,5
1665,8.5,0.41,0.32,2.7,0.091,28.0,71.0,0.99736,3.21,0.64,9.4,5
1666,7.5,0.49,0.32,2.1,0.072,26.0,60.0,0.9953,3.36,0.72,10.5,6
1667,7.7,0.67,0.23,2.1,0.074,16.0,112.0,0.9974,3.16,0.55,9.4,5
1668,8.2,0.5,0.21,2.6,0.0819999999999999,32.0,141.0,0.9982,3.28,0.52,9.5,5
1669,6.2,0.6,0.29,1.9,0.088,23.0,143.0,0.99552,3.39,0.54,9.2,5
